Teams,PlayoffOdds20181015,ExpectedWins20181015,PlayoffOdds20181016,ExpectedWins20181016,PlayoffOdds20181017,ExpectedWins20181017,PlayoffOdds20181018,ExpectedWins20181018,PlayoffOdds20181019,ExpectedWins20181019,PlayoffOdds20181020,ExpectedWins20181020,PlayoffOdds20181021,ExpectedWins20181021,PlayoffOdds20181022,ExpectedWins20181022,PlayoffOdds20181023,ExpectedWins20181023,PlayoffOdds20181024,ExpectedWins20181024,PlayoffOdds20181025,ExpectedWins20181025,PlayoffOdds20181026,ExpectedWins20181026,PlayoffOdds20181027,ExpectedWins20181027,PlayoffOdds20181028,ExpectedWins20181028,PlayoffOdds20181029,ExpectedWins20181029,PlayoffOdds20181030,ExpectedWins20181030,PlayoffOdds20181031,ExpectedWins20181031,PlayoffOdds20181101,ExpectedWins20181101,PlayoffOdds20181102,ExpectedWins20181102,PlayoffOdds20181103,ExpectedWins20181103,PlayoffOdds20181104,ExpectedWins20181104,PlayoffOdds20181105,ExpectedWins20181105,PlayoffOdds20181106,ExpectedWins20181106,PlayoffOdds20181107,ExpectedWins20181107,PlayoffOdds20181108,ExpectedWins20181108,PlayoffOdds20181109,ExpectedWins20181109,PlayoffOdds20181110,ExpectedWins20181110,PlayoffOdds20181111,ExpectedWins20181111,PlayoffOdds20181112,ExpectedWins20181112,PlayoffOdds20181113,ExpectedWins20181113,PlayoffOdds20181114,ExpectedWins20181114,PlayoffOdds20181115,ExpectedWins20181115,PlayoffOdds20181116,ExpectedWins20181116,PlayoffOdds20181117,ExpectedWins20181117,PlayoffOdds20181118,ExpectedWins20181118,PlayoffOdds20181119,ExpectedWins20181119,PlayoffOdds20181120,ExpectedWins20181120,PlayoffOdds20181121,ExpectedWins20181121,PlayoffOdds20181122,ExpectedWins20181122,PlayoffOdds20181123,ExpectedWins20181123,PlayoffOdds20181124,ExpectedWins20181124,PlayoffOdds20181125,ExpectedWins20181125,PlayoffOdds20181126,ExpectedWins20181126,PlayoffOdds20181127,ExpectedWins20181127,PlayoffOdds20181128,ExpectedWins20181128,PlayoffOdds20181129,ExpectedWins20181129,PlayoffOdds20181130,ExpectedWins20181130,PlayoffOdds20181201,ExpectedWins20181201,PlayoffOdds20181202,ExpectedWins20181202,PlayoffOdds20181203,ExpectedWins20181203,PlayoffOdds20181204,ExpectedWins20181204,PlayoffOdds20181205,ExpectedWins20181205,PlayoffOdds20181206,ExpectedWins20181206,PlayoffOdds20181207,ExpectedWins20181207,PlayoffOdds20181208,ExpectedWins20181208,PlayoffOdds20181209,ExpectedWins20181209,PlayoffOdds20181210,ExpectedWins20181210,PlayoffOdds20181211,ExpectedWins20181211,PlayoffOdds20181212,ExpectedWins20181212,PlayoffOdds20181213,ExpectedWins20181213,PlayoffOdds20181214,ExpectedWins20181214,PlayoffOdds20181215,ExpectedWins20181215,PlayoffOdds20181216,ExpectedWins20181216,PlayoffOdds20181217,ExpectedWins20181217,PlayoffOdds20181218,ExpectedWins20181218,PlayoffOdds20181219,ExpectedWins20181219,PlayoffOdds20181220,ExpectedWins20181220,PlayoffOdds20181221,ExpectedWins20181221,PlayoffOdds20181222,ExpectedWins20181222,PlayoffOdds20181223,ExpectedWins20181223,PlayoffOdds20181224,ExpectedWins20181224,PlayoffOdds20181225,ExpectedWins20181225,PlayoffOdds20181226,ExpectedWins20181226,PlayoffOdds20181227,ExpectedWins20181227,PlayoffOdds20181228,ExpectedWins20181228,PlayoffOdds20181229,ExpectedWins20181229,PlayoffOdds20181230,ExpectedWins20181230,PlayoffOdds20181231,ExpectedWins20181231,PlayoffOdds20190101,ExpectedWins20190101,PlayoffOdds20190102,ExpectedWins20190102,PlayoffOdds20190103,ExpectedWins20190103,PlayoffOdds20190104,ExpectedWins20190104,PlayoffOdds20190105,ExpectedWins20190105,PlayoffOdds20190106,ExpectedWins20190106,PlayoffOdds20190107,ExpectedWins20190107,PlayoffOdds20190108,ExpectedWins20190108,PlayoffOdds20190109,ExpectedWins20190109,PlayoffOdds20190110,ExpectedWins20190110,PlayoffOdds20190111,ExpectedWins20190111
LAK,0.8215100000000001,48.0,0.8215100000000001,48.0,0.8262,48.0,0.8247399999999999,48.0,0.74708,47.0,0.73574,47.0,0.65465,45.0,0.65779,45.0,0.55595,43.0,0.55614,43.0,0.66457,45.0,0.7379899999999999,46.0,0.7456699999999999,46.0,0.65972,44.0,0.63817,44.0,0.51603,43.0,0.50353,43.0,0.5775399999999999,44.0,0.57339,44.0,0.56343,44.0,0.65686,45.0,0.58826,44.0,0.6079100000000001,44.0,0.59985,44.0,0.66466,45.0,0.67105,45.0,0.66814,45.0,0.71406,46.0,0.77083,47.0,0.74859,47.0,0.74702,47.0,0.82484,48.0,0.82126,48.0,0.81572,48.0,0.70996,47.0,0.75961,47.0,0.76517,47.0,0.77155,47.0,0.84364,48.0,0.84364,48.0,0.89676,49.0,0.9066,49.0,0.85551,48.0,0.8638100000000001,48.0,0.80634,47.0,0.78337,47.0,0.8354,48.0,0.88679,48.0,0.8896799999999999,48.0,0.93317,49.0,0.93348,49.0,0.93676,49.0,0.95642,50.0,0.95365,50.0,0.9223899999999999,49.0,0.95954,50.0,0.95783,50.0,0.9798100000000001,50.0,0.9789399999999999,50.0,0.9763700000000001,50.0,0.95706,49.0,0.9577100000000001,49.0,0.98224,50.0,0.9705799999999999,49.0,0.97067,49.0,0.9501700000000001,48.0,0.94931,48.0,0.94785,48.0,0.9713200000000001,49.0,0.9750200000000001,49.0,0.9542299999999999,48.0,0.9542299999999999,48.0,0.9728,48.0,0.96544,48.0,0.9404600000000001,47.0,0.90704,46.0,0.907,46.0,0.9361200000000001,47.0,0.9368200000000001,47.0,0.9497700000000001,47.0,0.9235399999999999,46.0,0.9208,46.0,0.8419700000000001,45.0,0.79998,45.0,0.67838,44.0,0.78038,45.0,0.75448,45.0,0.79738,46.0,0.80251,46.0
SAC,0.007209999999999999,26.0,0.007209999999999999,26.0,0.00775,26.0,0.004079999999999999,24.0,0.0039,24.0,0.00215,23.0,0.00231,23.0,0.00489,26.0,0.0051600000000000005,26.0,0.00268,25.0,0.00701,27.0,0.00627,27.0,0.01288,29.0,0.01312,29.0,0.01169,29.0,0.02011,31.0,0.0346,33.0,0.03248,33.0,0.053529999999999994,34.0,0.0504,34.0,0.051829999999999994,34.0,0.0381,33.0,0.042589999999999996,33.0,0.04112,33.0,0.02108,32.0,0.02257,32.0,0.03946,34.0,0.01934,33.0,0.01745,33.0,0.02742,34.0,0.02586,34.0,0.028939999999999997,34.0,0.02815,34.0,0.01581,34.0,0.00748,33.0,0.006509999999999999,33.0,0.01243,34.0,0.01261,34.0,0.02424,35.0,0.02424,35.0,0.026510000000000002,35.0,0.01772,35.0,0.00976,34.0,0.010709999999999999,34.0,0.01143,34.0,0.00951,34.0,0.00402,33.0,0.0039299999999999995,33.0,0.008740000000000001,34.0,0.0098,34.0,0.009729999999999999,34.0,0.01852,35.0,0.01679,35.0,0.0156,35.0,0.02828,37.0,0.018609999999999998,36.0,0.018009999999999998,36.0,0.03848,37.0,0.03798,37.0,0.059079999999999994,38.0,0.05889,38.0,0.03422,37.0,0.04337,37.0,0.08171,38.0,0.04879,38.0,0.05119,38.0,0.0277,37.0,0.02657,37.0,0.04752,38.0,0.053079999999999995,38.0,0.09081,39.0,0.09081,39.0,0.0857,39.0,0.039939999999999996,38.0,0.07261000000000001,39.0,0.0786,39.0,0.0793,39.0,0.039,39.0,0.03748,39.0,0.02508,38.0,0.02812,38.0,0.01259,37.0,0.01045,37.0,0.00322,36.0,0.0029,36.0,0.00606,37.0,0.00177,37.0,0.00128,37.0,0.00299,38.0
DAL,0.09485,34.0,0.09485,34.0,0.09824,34.0,0.06275,33.0,0.06126,33.0,0.05881,33.0,0.09834,35.0,0.09925,35.0,0.14895,37.0,0.14745999999999998,37.0,0.11102999999999999,35.0,0.10790999999999999,35.0,0.07561,34.0,0.07711,34.0,0.04551,33.0,0.02565,32.0,0.02351,32.0,0.01187,31.0,0.0116,31.0,0.00613,30.0,0.0065,30.0,0.00758,30.0,0.00869,30.0,0.01495,32.0,0.00742,31.0,0.00757,31.0,0.0071400000000000005,31.0,0.010490000000000001,32.0,0.00899,32.0,0.01384,33.0,0.013580000000000002,33.0,0.02532,35.0,0.024480000000000002,35.0,0.02385,35.0,0.03402,36.0,0.02918,36.0,0.0173,35.0,0.017830000000000002,35.0,0.03282,36.0,0.03282,36.0,0.0351,36.0,0.062470000000000005,38.0,0.06477999999999999,38.0,0.06957,38.0,0.07322999999999999,38.0,0.09916,39.0,0.09219,39.0,0.05705,38.0,0.05773,38.0,0.09798,39.0,0.1003,39.0,0.15188,40.0,0.09242,39.0,0.08759,39.0,0.0868,39.0,0.14957,40.0,0.14712999999999998,40.0,0.23409000000000002,41.0,0.23373000000000002,41.0,0.30179,42.0,0.21389,41.0,0.21503000000000003,41.0,0.25333,41.0,0.18685,40.0,0.18821,40.0,0.12716,39.0,0.12314000000000001,39.0,0.07422000000000001,39.0,0.07259,39.0,0.04633,38.0,0.024980000000000002,37.0,0.024980000000000002,37.0,0.02342,37.0,0.03348,38.0,0.033319999999999995,38.0,0.01882,37.0,0.01857,37.0,0.02858,38.0,0.01349,37.0,0.016880000000000003,37.0,0.03615,38.0,0.03403,38.0,0.01376,38.0,0.00433,37.0,0.00375,37.0,0.00112,36.0,0.00088,36.0,0.00135,37.0,0.00164,37.0
MEM,0.07291,34.0,0.07291,34.0,0.07566,34.0,0.04716,32.0,0.04713,32.0,0.07067999999999999,34.0,0.07516,34.0,0.07647000000000001,34.0,0.11665,36.0,0.11665999999999999,36.0,0.08555,35.0,0.08313,35.0,0.08663,35.0,0.13477999999999998,36.0,0.12293,36.0,0.11687,36.0,0.16292,38.0,0.1543,38.0,0.15050999999999998,38.0,0.20979,39.0,0.21406,39.0,0.16943,38.0,0.12647,37.0,0.12387000000000001,37.0,0.16510999999999998,38.0,0.16773,38.0,0.16595,38.0,0.20845,40.0,0.19305999999999998,40.0,0.12040999999999999,38.0,0.12013,38.0,0.18804,40.0,0.18238,40.0,0.24895,41.0,0.22830999999999999,41.0,0.28311,42.0,0.37997,43.0,0.38197,43.0,0.50174,44.0,0.50174,44.0,0.41291000000000005,43.0,0.43686,43.0,0.3405,42.0,0.35646,42.0,0.27947,41.0,0.25142,41.0,0.23974,41.0,0.32416999999999996,42.0,0.32929,42.0,0.25381,41.0,0.25732,41.0,0.2605,41.0,0.33554,42.0,0.32521,42.0,0.42571000000000003,43.0,0.3515,43.0,0.34825,43.0,0.27493,42.0,0.27481,42.0,0.35,43.0,0.35176999999999997,43.0,0.25618,42.0,0.207,41.0,0.22396,41.0,0.15061,40.0,0.15864,40.0,0.09764,39.0,0.09336,39.0,0.05534,38.0,0.06079,38.0,0.10151,39.0,0.10151,39.0,0.09622,39.0,0.12677,40.0,0.12718,40.0,0.13727,40.0,0.08434,40.0,0.07478,40.0,0.03915,39.0,0.04844,39.0,0.02878,38.0,0.026330000000000003,38.0,0.01142,37.0,0.00318,37.0,0.00268,37.0,0.00091,36.0,0.00066,36.0,0.0009,37.0,0.00084,37.0
PHO,0.01817,29.0,0.01817,29.0,0.019119999999999998,29.0,0.03308,31.0,0.03225,31.0,0.030719999999999997,31.0,0.01995,30.0,0.02025,30.0,0.01204,28.0,0.01163,28.0,0.007240000000000001,27.0,0.00757,27.0,0.00759,27.0,0.00426,26.0,0.00209,26.0,0.0019199999999999998,26.0,0.00158,26.0,0.00062,25.0,0.0006,25.0,0.00033999999999999997,24.0,0.0003,24.0,0.0009199999999999999,26.0,0.0009199999999999999,26.0,0.00047000000000000004,25.0,0.00044,25.0,0.00022999999999999998,24.0,0.00015,24.0,7e-05,23.0,5e-05,23.0,0.0,23.0,1e-05,23.0,4e-05,24.0,2.9999999999999997e-05,24.0,2.9999999999999997e-05,24.0,0.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0,0.0,22.0,0.0,22.0,1e-05,24.0,0.0,24.0,0.0,23.0,0.0,23.0,0.0,22.0,0.0,22.0,0.0,22.0,0.0,21.0,0.0,21.0,0.0,21.0,0.0,21.0,0.0,20.0,0.0,20.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,18.0,0.0,18.0,0.0,18.0,0.0,19.0,0.0,19.0,0.0,21.0,0.0,21.0,0.0,22.0,0.0,22.0,0.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0,0.0,22.0,0.0,22.0,0.0,22.0,0.0,23.0,0.0,23.0,0.0,23.0,0.0,22.0,0.0,22.0,0.0,22.0,0.0,22.0,0.0,21.0,0.0,21.0,0.0,21.0,0.0,21.0,0.0,20.0,0.0,20.0,0.0,22.0,0.0,21.0,0.0,21.0
TOR,0.9952700000000001,56.0,0.9952700000000001,56.0,0.99493,56.0,0.99739,57.0,0.9975200000000001,57.0,0.99877,58.0,0.99944,59.0,0.9994,59.0,0.99974,59.0,0.99982,59.0,0.99989,60.0,0.99985,60.0,0.99998,61.0,0.99997,61.0,0.99995,61.0,0.99995,59.0,0.9999899999999999,60.0,0.9999899999999999,60.0,0.99998,60.0,1.0,61.0,1.0,61.0,1.0,61.0,1.0,62.0,1.0,62.0,1.0,63.0,1.0,63.0,1.0,63.0,1.0,63.0,1.0,63.0,1.0,62.0,1.0,62.0,1.0,60.0,1.0,60.0,1.0,58.0,1.0,59.0,1.0,59.0,1.0,59.0,1.0,60.0,1.0,60.0,1.0,60.0,1.0,61.0,1.0,61.0,1.0,61.0,1.0,61.0,1.0,62.0,1.0,62.0,1.0,63.0,1.0,63.0,1.0,63.0,1.0,63.0,1.0,62.0,1.0,62.0,1.0,62.0,1.0,62.0,1.0,61.0,1.0,61.0,1.0,59.0,1.0,59.0,1.0,60.0,1.0,60.0,1.0,60.0,1.0,59.0,1.0,59.0,1.0,58.0,1.0,58.0,1.0,58.0,1.0,58.0,1.0,58.0,1.0,59.0,1.0,58.0,1.0,58.0,1.0,58.0,1.0,58.0,1.0,58.0,1.0,58.0,1.0,57.0,1.0,57.0,1.0,58.0,1.0,58.0,1.0,58.0,1.0,58.0,1.0,57.0,1.0,57.0,1.0,57.0,1.0,58.0,1.0,58.0,1.0,58.0,1.0,58.0,1.0,58.0
BOS,0.99826,59.0,0.99826,59.0,0.9990100000000001,60.0,0.99889,60.0,0.9990100000000001,60.0,0.9976,57.0,0.99879,58.0,0.99876,58.0,0.9973200000000001,56.0,0.99756,56.0,0.99726,56.0,0.9985299999999999,57.0,0.9986,57.0,0.99935,58.0,0.9994700000000001,58.0,0.9995200000000001,58.0,0.9998100000000001,59.0,0.99989,59.0,0.99992,59.0,0.9999600000000001,59.0,0.9999,57.0,0.9998100000000001,57.0,0.9996299999999999,55.0,0.9995299999999999,55.0,0.9995,55.0,0.99975,56.0,0.99949,54.0,0.99965,54.0,0.9986700000000001,53.0,0.99898,53.0,0.99911,53.0,0.9994700000000001,54.0,0.99944,53.0,0.9998299999999999,54.0,0.9994299999999999,53.0,0.99945,53.0,0.9988600000000001,51.0,0.9986299999999999,51.0,0.9974799999999999,50.0,0.9974799999999999,50.0,0.99892,50.0,0.99769,49.0,0.99764,49.0,0.99859,50.0,0.99892,50.0,0.99905,50.0,0.9990700000000001,50.0,0.99961,51.0,0.99974,51.0,0.9998299999999999,51.0,0.9996299999999999,51.0,0.99971,51.0,0.9998100000000001,51.0,0.9999299999999999,52.0,0.9999100000000001,52.0,0.9999600000000001,53.0,0.9999299999999999,53.0,0.9999899999999999,53.0,0.9999899999999999,53.0,1.0,54.0,1.0,54.0,1.0,55.0,1.0,53.0,1.0,53.0,1.0,53.0,1.0,53.0,0.9999899999999999,52.0,0.9999899999999999,52.0,0.99998,51.0,0.99998,51.0,1.0,52.0,1.0,52.0,0.9999899999999999,52.0,1.0,52.0,1.0,51.0,1.0,51.0,1.0,52.0,1.0,52.0,1.0,51.0,1.0,51.0,1.0,51.0,1.0,51.0,1.0,52.0,1.0,52.0,1.0,52.0,1.0,52.0,1.0,52.0,1.0,53.0,1.0,52.0
PHI,0.99274,54.0,0.99274,54.0,0.9857100000000001,52.0,0.9858299999999999,52.0,0.9918,53.0,0.9918100000000001,53.0,0.996,54.0,0.9958899999999999,54.0,0.99587,54.0,0.99074,52.0,0.98334,50.0,0.9830700000000001,50.0,0.98436,50.0,0.9918,51.0,0.9930399999999999,51.0,0.9966299999999999,52.0,0.9945200000000001,51.0,0.9946200000000001,51.0,0.99764,52.0,0.9983,52.0,0.99915,52.0,0.99764,51.0,0.99764,51.0,0.99724,51.0,0.99859,52.0,0.9985,52.0,0.9993299999999999,53.0,0.9987,51.0,0.99845,51.0,0.9993700000000001,52.0,0.9993299999999999,52.0,0.99823,51.0,0.9981899999999999,51.0,0.99923,51.0,0.9997,52.0,0.99977,52.0,0.9998799999999999,53.0,0.99987,53.0,0.9999399999999999,54.0,0.9999399999999999,54.0,0.9998799999999999,52.0,0.9999100000000001,52.0,0.99998,53.0,0.99997,53.0,0.9999600000000001,53.0,0.99998,54.0,0.99997,54.0,1.0,54.0,1.0,54.0,1.0,55.0,1.0,55.0,1.0,55.0,0.9999899999999999,54.0,0.9999899999999999,54.0,1.0,54.0,1.0,54.0,1.0,54.0,1.0,55.0,1.0,55.0,1.0,54.0,1.0,54.0,1.0,53.0,1.0,53.0,1.0,53.0,1.0,52.0,1.0,52.0,1.0,53.0,1.0,53.0,1.0,53.0,1.0,53.0,1.0,53.0,1.0,53.0,1.0,52.0,1.0,52.0,1.0,53.0,1.0,53.0,1.0,53.0,1.0,52.0,1.0,52.0,1.0,52.0,1.0,53.0,1.0,53.0,1.0,53.0,1.0,53.0,1.0,53.0,1.0,53.0,1.0,54.0,1.0,53.0,1.0,53.0
CLE,0.14084000000000002,30.0,0.14084000000000002,30.0,0.14140999999999998,30.0,0.09861,29.0,0.09776,29.0,0.06601,28.0,0.06797,28.0,0.046,27.0,0.04699,27.0,0.0434,27.0,0.027489999999999997,26.0,0.017169999999999998,25.0,0.018330000000000003,25.0,0.01185,24.0,0.01369,24.0,0.01573,24.0,0.03397,26.0,0.03586,26.0,0.024990000000000002,25.0,0.028789999999999996,25.0,0.01913,24.0,0.01625,24.0,0.009590000000000001,24.0,0.00869,24.0,0.00415,23.0,0.0042,23.0,0.004070000000000001,23.0,0.0028899999999999998,22.0,0.00237,22.0,0.0023899999999999998,22.0,0.0060799999999999995,24.0,0.00229,23.0,0.00245,23.0,0.00252,23.0,0.00246,23.0,0.00283,23.0,0.00122,22.0,0.0013599999999999999,22.0,0.00062,22.0,0.00062,22.0,0.0019199999999999998,23.0,0.00317,25.0,0.00365,25.0,0.0016600000000000002,24.0,0.0017,24.0,0.00112,23.0,0.0011300000000000001,23.0,0.00056,23.0,0.00021,22.0,0.00018,22.0,0.00037,23.0,0.00041,23.0,0.00026000000000000003,23.0,0.00026000000000000003,23.0,5.9999999999999995e-05,22.0,0.00015,24.0,0.00013000000000000002,24.0,0.00011,23.0,0.00011999999999999999,23.0,0.00026000000000000003,24.0,0.00018,24.0,0.00013000000000000002,24.0,0.0001,24.0,0.0,23.0,0.0,23.0,8e-05,24.0,2e-05,24.0,0.0,24.0,1e-05,23.0,0.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0,0.0,22.0,0.0,22.0,0.0,22.0,0.0,21.0,0.0,21.0,0.0,21.0,0.0,21.0,0.0,21.0,0.0,21.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,19.0,0.0,19.0,0.0,19.0
IND,0.9444600000000001,48.0,0.9444600000000001,48.0,0.94485,48.0,0.96599,49.0,0.96575,49.0,0.9433299999999999,47.0,0.96695,48.0,0.9677,48.0,0.94811,47.0,0.94563,47.0,0.9652200000000001,48.0,0.9653299999999999,48.0,0.96705,48.0,0.98236,49.0,0.985,49.0,0.9776100000000001,47.0,0.98064,47.0,0.98941,48.0,0.99039,48.0,0.99574,49.0,0.99797,50.0,0.9973799999999999,50.0,0.9948,49.0,0.99446,49.0,0.9882700000000001,48.0,0.98846,48.0,0.99419,49.0,0.9942200000000001,49.0,0.98905,47.0,0.9905,47.0,0.99131,47.0,0.98744,47.0,0.98749,47.0,0.99436,48.0,0.9973799999999999,49.0,0.9976799999999999,49.0,0.99866,50.0,0.9986799999999999,50.0,0.9973200000000001,49.0,0.9973200000000001,49.0,0.9961,47.0,0.99515,47.0,0.99603,47.0,0.9975299999999999,48.0,0.9990899999999999,49.0,0.9992200000000001,49.0,0.9985700000000001,48.0,0.9982200000000001,48.0,0.99615,47.0,0.9958799999999999,47.0,0.9950399999999999,47.0,0.9973299999999999,48.0,0.99813,48.0,0.9981399999999999,48.0,0.9990700000000001,48.0,0.9996,49.0,0.9994,49.0,0.99989,50.0,0.99989,50.0,0.99998,51.0,0.99998,51.0,1.0,51.0,0.9999899999999999,51.0,1.0,52.0,1.0,52.0,0.9999899999999999,51.0,0.9999899999999999,50.0,0.9999899999999999,50.0,0.9999899999999999,51.0,1.0,51.0,1.0,51.0,1.0,51.0,1.0,51.0,1.0,52.0,1.0,52.0,1.0,53.0,1.0,53.0,0.9999899999999999,53.0,1.0,53.0,1.0,53.0,1.0,53.0,1.0,53.0,1.0,54.0,1.0,54.0,1.0,53.0,1.0,53.0,1.0,53.0,1.0,52.0,1.0,52.0
MIA,0.77651,42.0,0.77651,42.0,0.77728,42.0,0.7004100000000001,40.0,0.78335,42.0,0.78013,42.0,0.7138800000000001,41.0,0.71686,41.0,0.71987,41.0,0.70855,41.0,0.78952,42.0,0.78895,42.0,0.7954100000000001,42.0,0.8710399999999999,43.0,0.8844799999999999,43.0,0.8484799999999999,42.0,0.80615,41.0,0.80984,41.0,0.8253,41.0,0.8433,41.0,0.78496,39.0,0.75657,39.0,0.8270799999999999,41.0,0.81706,41.0,0.86615,42.0,0.86549,42.0,0.8095100000000001,41.0,0.7481300000000001,39.0,0.7337600000000001,39.0,0.6706300000000001,38.0,0.68514,38.0,0.73143,39.0,0.73061,39.0,0.66794,38.0,0.67629,38.0,0.59796,37.0,0.5642699999999999,37.0,0.46524,36.0,0.4651,36.0,0.4651,36.0,0.60817,37.0,0.58421,37.0,0.49593999999999994,36.0,0.46502,36.0,0.37540999999999997,35.0,0.39625,35.0,0.3965,35.0,0.5133800000000001,37.0,0.48158,37.0,0.59929,38.0,0.57598,38.0,0.46403,37.0,0.49468999999999996,37.0,0.4953,37.0,0.5776399999999999,38.0,0.68858,39.0,0.66579,39.0,0.64075,38.0,0.64079,38.0,0.57486,37.0,0.55107,37.0,0.68078,38.0,0.6583100000000001,38.0,0.72016,39.0,0.7286,39.0,0.7380899999999999,39.0,0.72723,39.0,0.80898,40.0,0.8284,40.0,0.87465,41.0,0.9389700000000001,41.0,0.9389700000000001,41.0,0.93948,41.0,0.90869,41.0,0.90869,41.0,0.9502799999999999,41.0,0.9577100000000001,41.0,0.9309200000000001,41.0,0.93145,41.0,0.93824,41.0,0.95001,41.0,0.95001,41.0,0.97554,42.0,0.9811799999999999,42.0,0.9537,41.0,0.96618,41.0,0.95431,41.0,0.94911,41.0,0.97907,41.0
MIL,0.93437,47.0,0.93437,47.0,0.9345600000000001,47.0,0.95754,48.0,0.9573,48.0,0.9736,49.0,0.9749200000000001,49.0,0.9755,49.0,0.9856600000000001,51.0,0.9849700000000001,51.0,0.99154,52.0,0.99129,52.0,0.9954799999999999,53.0,0.9982,54.0,0.9985200000000001,54.0,0.9995200000000001,55.0,0.9995700000000001,55.0,0.99946,55.0,0.99928,53.0,0.99936,53.0,0.9993299999999999,53.0,0.99966,54.0,0.99966,54.0,0.99903,53.0,0.99889,53.0,0.9995299999999999,53.0,0.99955,53.0,0.99924,52.0,0.99946,53.0,0.9996700000000001,53.0,0.9996700000000001,53.0,0.99897,51.0,0.99902,51.0,0.99961,52.0,0.99969,52.0,0.9996700000000001,52.0,0.99985,53.0,0.9998299999999999,53.0,0.9999,54.0,0.9999,54.0,0.9999,53.0,0.99997,53.0,0.9999399999999999,53.0,0.9998799999999999,52.0,0.9998600000000001,52.0,0.99997,53.0,0.99997,53.0,0.9999899999999999,53.0,0.9998,52.0,0.99982,52.0,0.9998,52.0,0.9998600000000001,52.0,0.99997,52.0,0.99997,52.0,0.9999,51.0,0.9998799999999999,51.0,0.99997,52.0,1.0,53.0,0.9999899999999999,53.0,0.99998,52.0,0.9999899999999999,52.0,1.0,52.0,1.0,52.0,1.0,52.0,1.0,53.0,1.0,53.0,1.0,54.0,1.0,54.0,1.0,54.0,1.0,53.0,1.0,53.0,1.0,53.0,1.0,54.0,1.0,54.0,1.0,54.0,1.0,54.0,1.0,55.0,1.0,55.0,1.0,55.0,1.0,56.0,1.0,56.0,1.0,56.0,1.0,56.0,1.0,55.0,1.0,55.0,1.0,56.0,1.0,56.0,1.0,56.0,1.0,56.0
WAS,0.86964,44.0,0.86964,44.0,0.86987,44.0,0.87011,44.0,0.8137300000000001,43.0,0.8126899999999999,43.0,0.75235,41.0,0.75434,41.0,0.8266700000000001,43.0,0.8187300000000001,43.0,0.7489899999999999,41.0,0.74734,41.0,0.67553,40.0,0.6965899999999999,40.0,0.63883,39.0,0.65871,39.0,0.57755,37.0,0.58557,37.0,0.60783,37.0,0.5422600000000001,36.0,0.54495,36.0,0.61627,37.0,0.60937,37.0,0.49688000000000004,36.0,0.47100000000000003,36.0,0.47046000000000004,36.0,0.37153,35.0,0.48425,36.0,0.46775,36.0,0.59517,38.0,0.61298,38.0,0.65856,39.0,0.65935,39.0,0.58592,38.0,0.5978100000000001,38.0,0.51032,37.0,0.47095,37.0,0.58612,38.0,0.58573,38.0,0.58573,38.0,0.50897,37.0,0.5997899999999999,38.0,0.61356,38.0,0.69191,39.0,0.70616,39.0,0.6332800000000001,38.0,0.6331899999999999,38.0,0.5122899999999999,37.0,0.59956,38.0,0.59553,38.0,0.68739,39.0,0.68613,39.0,0.80386,40.0,0.80413,40.0,0.77779,40.0,0.68316,39.0,0.66085,39.0,0.63141,38.0,0.63193,38.0,0.56007,37.0,0.5379,37.0,0.4318,36.0,0.4107,36.0,0.47644,37.0,0.49108999999999997,37.0,0.38993,36.0,0.25853000000000004,35.0,0.2401,35.0,0.25413,35.0,0.32101999999999997,36.0,0.26726,36.0,0.26726,36.0,0.26732,36.0,0.18474000000000002,35.0,0.18475999999999998,35.0,0.11900000000000001,34.0,0.21016999999999997,35.0,0.21899999999999997,35.0,0.20636,35.0,0.23049,35.0,0.26366999999999996,36.0,0.26366,36.0,0.17069,35.0,0.20833000000000002,35.0,0.25039,36.0,0.30732,36.0,0.24285,35.0,0.33318,36.0,0.34961,36.0
