Teams,PlayoffOdds20181015,ExpectedWins20181015,PlayoffOdds20181016,ExpectedWins20181016,PlayoffOdds20181017,ExpectedWins20181017,PlayoffOdds20181018,ExpectedWins20181018,PlayoffOdds20181019,ExpectedWins20181019,PlayoffOdds20181020,ExpectedWins20181020,PlayoffOdds20181021,ExpectedWins20181021,PlayoffOdds20181022,ExpectedWins20181022,PlayoffOdds20181023,ExpectedWins20181023,PlayoffOdds20181024,ExpectedWins20181024,PlayoffOdds20181025,ExpectedWins20181025,PlayoffOdds20181026,ExpectedWins20181026,PlayoffOdds20181027,ExpectedWins20181027,PlayoffOdds20181028,ExpectedWins20181028,PlayoffOdds20181029,ExpectedWins20181029,PlayoffOdds20181030,ExpectedWins20181030,PlayoffOdds20181031,ExpectedWins20181031,PlayoffOdds20181101,ExpectedWins20181101,PlayoffOdds20181102,ExpectedWins20181102,PlayoffOdds20181103,ExpectedWins20181103,PlayoffOdds20181104,ExpectedWins20181104,PlayoffOdds20181105,ExpectedWins20181105,PlayoffOdds20181106,ExpectedWins20181106,PlayoffOdds20181107,ExpectedWins20181107,PlayoffOdds20181108,ExpectedWins20181108,PlayoffOdds20181109,ExpectedWins20181109,PlayoffOdds20181110,ExpectedWins20181110,PlayoffOdds20181111,ExpectedWins20181111,PlayoffOdds20181112,ExpectedWins20181112,PlayoffOdds20181113,ExpectedWins20181113,PlayoffOdds20181114,ExpectedWins20181114,PlayoffOdds20181115,ExpectedWins20181115,PlayoffOdds20181116,ExpectedWins20181116,PlayoffOdds20181117,ExpectedWins20181117,PlayoffOdds20181118,ExpectedWins20181118,PlayoffOdds20181119,ExpectedWins20181119,PlayoffOdds20181120,ExpectedWins20181120,PlayoffOdds20181121,ExpectedWins20181121,PlayoffOdds20181122,ExpectedWins20181122,PlayoffOdds20181123,ExpectedWins20181123,PlayoffOdds20181124,ExpectedWins20181124,PlayoffOdds20181125,ExpectedWins20181125,PlayoffOdds20181126,ExpectedWins20181126,PlayoffOdds20181127,ExpectedWins20181127,PlayoffOdds20181128,ExpectedWins20181128,PlayoffOdds20181129,ExpectedWins20181129,PlayoffOdds20181130,ExpectedWins20181130,PlayoffOdds20181201,ExpectedWins20181201,PlayoffOdds20181202,ExpectedWins20181202,PlayoffOdds20181203,ExpectedWins20181203,PlayoffOdds20181204,ExpectedWins20181204,PlayoffOdds20181205,ExpectedWins20181205,PlayoffOdds20181206,ExpectedWins20181206,PlayoffOdds20181207,ExpectedWins20181207,PlayoffOdds20181208,ExpectedWins20181208,PlayoffOdds20181209,ExpectedWins20181209,PlayoffOdds20181210,ExpectedWins20181210,PlayoffOdds20181211,ExpectedWins20181211,PlayoffOdds20181212,ExpectedWins20181212,PlayoffOdds20181213,ExpectedWins20181213,PlayoffOdds20181214,ExpectedWins20181214,PlayoffOdds20181215,ExpectedWins20181215,PlayoffOdds20181216,ExpectedWins20181216,PlayoffOdds20181217,ExpectedWins20181217,PlayoffOdds20181218,ExpectedWins20181218,PlayoffOdds20181219,ExpectedWins20181219,PlayoffOdds20181220,ExpectedWins20181220,PlayoffOdds20181221,ExpectedWins20181221,PlayoffOdds20181222,ExpectedWins20181222,PlayoffOdds20181223,ExpectedWins20181223,PlayoffOdds20181224,ExpectedWins20181224,PlayoffOdds20181225,ExpectedWins20181225,PlayoffOdds20181226,ExpectedWins20181226,PlayoffOdds20181227,ExpectedWins20181227,PlayoffOdds20181228,ExpectedWins20181228,PlayoffOdds20181229,ExpectedWins20181229,PlayoffOdds20181230,ExpectedWins20181230,PlayoffOdds20181231,ExpectedWins20181231,PlayoffOdds20190101,ExpectedWins20190101,PlayoffOdds20190102,ExpectedWins20190102,PlayoffOdds20190103,ExpectedWins20190103,PlayoffOdds20190104,ExpectedWins20190104,PlayoffOdds20190105,ExpectedWins20190105,PlayoffOdds20190106,ExpectedWins20190106,PlayoffOdds20190107,ExpectedWins20190107,PlayoffOdds20190108,ExpectedWins20190108,PlayoffOdds20190109,ExpectedWins20190109,PlayoffOdds20190110,ExpectedWins20190110,PlayoffOdds20190111,ExpectedWins20190111
LAK,0.8215100000000001,48.0,0.8215100000000001,48.0,0.82516,48.0,0.8242700000000001,48.0,0.76954,47.0,0.7606,47.0,0.70604,46.0,0.7096,46.0,0.66304,45.0,0.66189,45.0,0.75746,46.0,0.7953899999999999,47.0,0.80472,47.0,0.76225,46.0,0.7420100000000001,46.0,0.6772100000000001,45.0,0.6711600000000001,45.0,0.6794899999999999,46.0,0.68143,46.0,0.66687,46.0,0.71175,46.0,0.64337,45.0,0.65749,45.0,0.65152,45.0,0.67873,45.0,0.68987,45.0,0.69022,45.0,0.73997,46.0,0.76078,47.0,0.7407,47.0,0.7359,47.0,0.81319,47.0,0.805,47.0,0.80114,47.0,0.69744,46.0,0.75346,47.0,0.7660899999999999,47.0,0.77186,47.0,0.8246399999999999,48.0,0.8246399999999999,48.0,0.87251,48.0,0.8789899999999999,48.0,0.83945,47.0,0.85721,47.0,0.7505,46.0,0.7236600000000001,46.0,0.77175,46.0,0.8298399999999999,47.0,0.83196,47.0,0.9055200000000001,48.0,0.90597,48.0,0.9037700000000001,48.0,0.92369,49.0,0.917,49.0,0.8703,48.0,0.9365399999999999,49.0,0.93725,49.0,0.9597399999999999,49.0,0.9604,49.0,0.95593,49.0,0.9268700000000001,48.0,0.9254600000000001,48.0,0.9718899999999999,49.0,0.95119,48.0,0.94724,48.0,0.925,47.0,0.9186,47.0,0.9175200000000001,47.0,0.94786,48.0,0.94855,48.0,0.92424,47.0,0.92424,47.0,0.96255,48.0,0.95437,48.0,0.9371799999999999,48.0,0.89876,47.0,0.9036700000000001,47.0,0.9196,47.0,0.91799,47.0,0.9275899999999999,47.0,0.8988299999999999,46.0,0.89286,46.0,0.81405,46.0,0.77178,46.0,0.61022,45.0,0.68381,45.0,0.65061,45.0,0.69829,46.0,0.72076,46.0
SAC,0.007209999999999999,26.0,0.007209999999999999,26.0,0.00759,26.0,0.005529999999999999,25.0,0.00548,25.0,0.00312,24.0,0.0029,24.0,0.0050799999999999994,26.0,0.00496,26.0,0.00288,25.0,0.00466,26.0,0.004520000000000001,26.0,0.007359999999999999,28.0,0.007529999999999999,28.0,0.00643,28.0,0.01053,29.0,0.015609999999999999,31.0,0.014230000000000001,31.0,0.03762,33.0,0.03518,33.0,0.03582,33.0,0.01555,31.0,0.01609,31.0,0.01555,31.0,0.00953,31.0,0.00995,31.0,0.01785,32.0,0.00796,31.0,0.007790000000000001,31.0,0.00995,32.0,0.00963,32.0,0.011940000000000001,32.0,0.01045,32.0,0.00686,32.0,0.00248,31.0,0.00215,31.0,0.0033799999999999998,32.0,0.0036799999999999997,32.0,0.00774,33.0,0.00774,33.0,0.008440000000000001,33.0,0.00689,33.0,0.00277,32.0,0.00328,32.0,0.0037,32.0,0.00307,32.0,0.00156,31.0,0.00137,31.0,0.00238,32.0,0.00214,32.0,0.0021899999999999997,32.0,0.00481,33.0,0.0042899999999999995,33.0,0.00373,33.0,0.008709999999999999,35.0,0.0059299999999999995,34.0,0.00613,34.0,0.015359999999999999,36.0,0.0158,36.0,0.0253,37.0,0.02546,37.0,0.01651,36.0,0.01985,36.0,0.035660000000000004,37.0,0.013869999999999999,36.0,0.014430000000000002,36.0,0.00599,35.0,0.0056,35.0,0.00908,36.0,0.00939,36.0,0.0168,37.0,0.0168,37.0,0.01637,37.0,0.00755,36.0,0.01248,37.0,0.01253,37.0,0.01289,37.0,0.00534,36.0,0.00524,36.0,0.00346,36.0,0.0038,36.0,0.0018399999999999998,36.0,0.00146,36.0,0.00042,35.0,0.00033999999999999997,35.0,0.00085,36.0,0.00027,36.0,5e-05,36.0,0.00033,37.0
DAL,0.09485,34.0,0.09485,34.0,0.09694,34.0,0.06464,33.0,0.06429,33.0,0.06081,33.0,0.07274,34.0,0.07375,34.0,0.09329,35.0,0.09185,35.0,0.0762,34.0,0.07377,34.0,0.058820000000000004,33.0,0.05844,33.0,0.03756,33.0,0.026080000000000002,32.0,0.02452,32.0,0.01782,32.0,0.01679,32.0,0.00932,31.0,0.00999,31.0,0.01115,31.0,0.012320000000000001,31.0,0.02189,33.0,0.01114,32.0,0.01258,32.0,0.011859999999999999,32.0,0.01714,33.0,0.015619999999999998,33.0,0.01911,34.0,0.018580000000000003,34.0,0.07644,37.0,0.07131,37.0,0.07001,37.0,0.0758,38.0,0.06708,38.0,0.0461,37.0,0.047689999999999996,37.0,0.07254,38.0,0.07254,38.0,0.07643,38.0,0.11715,39.0,0.11395999999999999,39.0,0.12877,39.0,0.14059000000000002,39.0,0.19471,40.0,0.18591,40.0,0.12603,39.0,0.12729000000000001,39.0,0.16618,40.0,0.16705,40.0,0.21784,41.0,0.11014000000000002,39.0,0.10325,39.0,0.10586,39.0,0.15267,40.0,0.15336,40.0,0.27057,41.0,0.27853,41.0,0.33288,42.0,0.25594,41.0,0.25259000000000004,41.0,0.28201,41.0,0.22637,41.0,0.21588000000000002,41.0,0.16185,40.0,0.14573,40.0,0.10570999999999998,39.0,0.10509,39.0,0.07338,39.0,0.05088,38.0,0.05088,38.0,0.04936,38.0,0.05807999999999999,39.0,0.061279999999999994,39.0,0.039389999999999994,39.0,0.041139999999999996,39.0,0.0457,39.0,0.01939,38.0,0.022330000000000003,38.0,0.06813,40.0,0.06336,40.0,0.02351,39.0,0.00834,38.0,0.00765,38.0,0.00264,37.0,0.00192,37.0,0.00223,38.0,0.00268,38.0
MEM,0.07291,34.0,0.07291,34.0,0.07525,34.0,0.047869999999999996,32.0,0.046919999999999996,32.0,0.05293,33.0,0.05499,33.0,0.057210000000000004,33.0,0.07769,34.0,0.07543,34.0,0.06396,34.0,0.06229,34.0,0.06589,34.0,0.12140999999999999,36.0,0.11195999999999999,36.0,0.10705,36.0,0.15069000000000002,37.0,0.14018,37.0,0.14069,37.0,0.17998,39.0,0.18243,39.0,0.17415999999999998,38.0,0.1207,37.0,0.11818,37.0,0.13533,38.0,0.14072,38.0,0.14092000000000002,38.0,0.16151,39.0,0.15356,39.0,0.10405,38.0,0.10119,38.0,0.14414000000000002,39.0,0.13645,39.0,0.1809,40.0,0.16305999999999998,40.0,0.20775,41.0,0.29238000000000003,42.0,0.29823,42.0,0.36371,43.0,0.36371,43.0,0.31761,42.0,0.3334,42.0,0.2707,41.0,0.29766,41.0,0.2472,41.0,0.22035,41.0,0.20959,41.0,0.26368,41.0,0.26523,41.0,0.2052,41.0,0.2064,41.0,0.19869,41.0,0.25495,42.0,0.23986,42.0,0.3045,42.0,0.21076,41.0,0.21074,41.0,0.17252,40.0,0.17552,40.0,0.22678,41.0,0.23139,41.0,0.18145999999999998,41.0,0.14509,40.0,0.15832000000000002,40.0,0.08899,39.0,0.09297000000000001,39.0,0.05339,39.0,0.05396,39.0,0.03744,38.0,0.03735,38.0,0.06251,39.0,0.06251,39.0,0.06064,39.0,0.07794,40.0,0.08164,40.0,0.08234,40.0,0.05256,39.0,0.04111,39.0,0.02097,38.0,0.02437,38.0,0.014580000000000001,38.0,0.01339,38.0,0.0052,37.0,0.00099,36.0,0.00091,36.0,0.00015,35.0,0.00019,35.0,0.0002,36.0,0.00021,36.0
PHO,0.01817,29.0,0.01817,29.0,0.01885,29.0,0.03153,31.0,0.032189999999999996,31.0,0.0292,31.0,0.01644,29.0,0.01633,29.0,0.00818,28.0,0.00822,28.0,0.00511,27.0,0.005229999999999999,27.0,0.00547,27.0,0.00288,26.0,0.0016,25.0,0.0013,25.0,0.00126,25.0,0.00057,24.0,0.00044,24.0,0.00029,24.0,0.00023999999999999998,24.0,0.00035,24.0,0.00043,24.0,0.00013000000000000002,23.0,9e-05,23.0,7e-05,23.0,0.00011999999999999999,23.0,2e-05,22.0,2e-05,22.0,1e-05,22.0,2.9999999999999997e-05,22.0,2.9999999999999997e-05,23.0,2.9999999999999997e-05,23.0,1e-05,23.0,0.0,23.0,0.0,23.0,0.0,22.0,0.0,22.0,1e-05,22.0,1e-05,22.0,1e-05,23.0,0.0,23.0,0.0,22.0,0.0,22.0,0.0,22.0,0.0,22.0,0.0,22.0,0.0,21.0,0.0,21.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,18.0,0.0,18.0,0.0,19.0,0.0,19.0,0.0,20.0,0.0,20.0,0.0,21.0,0.0,21.0,0.0,22.0,0.0,22.0,0.0,22.0,0.0,22.0,0.0,21.0,0.0,21.0,0.0,21.0,0.0,22.0,0.0,22.0,0.0,22.0,0.0,22.0,0.0,22.0,0.0,21.0,0.0,21.0,0.0,21.0,0.0,21.0,0.0,21.0,0.0,21.0,0.0,20.0,0.0,20.0,0.0,21.0,0.0,21.0,0.0,21.0
TOR,0.9952700000000001,56.0,0.9952700000000001,56.0,0.99493,56.0,0.9968899999999999,56.0,0.9968,56.0,0.998,57.0,0.9986299999999999,57.0,0.9987799999999999,57.0,0.9994299999999999,58.0,0.9994200000000001,58.0,0.9996299999999999,59.0,0.9995799999999999,59.0,0.99976,59.0,0.99984,59.0,0.99982,59.0,0.9997799999999999,58.0,0.9998600000000001,58.0,0.99992,58.0,0.9999600000000001,58.0,0.99997,59.0,0.99998,59.0,1.0,60.0,1.0,60.0,1.0,60.0,0.9999899999999999,61.0,1.0,61.0,0.9999899999999999,61.0,1.0,61.0,1.0,61.0,1.0,60.0,1.0,60.0,1.0,59.0,1.0,59.0,1.0,58.0,1.0,59.0,1.0,59.0,1.0,59.0,1.0,59.0,1.0,60.0,1.0,60.0,1.0,61.0,1.0,61.0,1.0,61.0,1.0,61.0,1.0,61.0,1.0,61.0,1.0,61.0,1.0,61.0,1.0,62.0,1.0,62.0,1.0,61.0,1.0,61.0,1.0,61.0,1.0,61.0,1.0,60.0,1.0,60.0,1.0,59.0,1.0,59.0,1.0,60.0,1.0,61.0,1.0,61.0,1.0,60.0,1.0,60.0,1.0,59.0,1.0,59.0,1.0,59.0,1.0,59.0,1.0,59.0,1.0,59.0,1.0,58.0,1.0,58.0,1.0,58.0,1.0,58.0,1.0,58.0,1.0,58.0,1.0,57.0,1.0,57.0,1.0,57.0,1.0,57.0,1.0,58.0,1.0,58.0,1.0,57.0,1.0,57.0,1.0,57.0,1.0,57.0,1.0,57.0,1.0,58.0,1.0,58.0,1.0,58.0
BOS,0.99826,59.0,0.99826,59.0,0.9990600000000001,59.0,0.9988600000000001,59.0,0.99871,59.0,0.9980100000000001,58.0,0.9984700000000001,58.0,0.99841,58.0,0.9979100000000001,56.0,0.99764,56.0,0.9977600000000001,56.0,0.99836,57.0,0.9983299999999999,57.0,0.99941,58.0,0.9994700000000001,58.0,0.9995200000000001,58.0,0.99974,58.0,0.99974,58.0,0.9998299999999999,58.0,0.9998600000000001,58.0,0.9998600000000001,57.0,0.99975,57.0,0.99959,56.0,0.99955,56.0,0.9995,56.0,0.99966,56.0,0.99931,55.0,0.9994299999999999,55.0,0.99884,53.0,0.9992,53.0,0.9991899999999999,53.0,0.9998299999999999,55.0,0.9998299999999999,55.0,0.9998799999999999,55.0,0.99975,54.0,0.9997299999999999,54.0,0.99949,53.0,0.9995,53.0,0.9989299999999999,51.0,0.9989299999999999,51.0,0.9996700000000001,52.0,0.99915,51.0,0.9993,51.0,0.99965,52.0,0.99974,52.0,0.99974,52.0,0.9998,52.0,0.9999600000000001,53.0,0.99997,54.0,0.99995,54.0,0.9999600000000001,54.0,0.9999600000000001,54.0,0.99997,54.0,0.9999899999999999,55.0,1.0,55.0,1.0,57.0,1.0,57.0,1.0,57.0,1.0,57.0,1.0,57.0,1.0,57.0,1.0,58.0,1.0,57.0,1.0,57.0,1.0,57.0,1.0,57.0,1.0,56.0,1.0,56.0,1.0,55.0,1.0,55.0,1.0,55.0,1.0,55.0,1.0,55.0,1.0,55.0,1.0,54.0,1.0,54.0,1.0,55.0,1.0,55.0,1.0,54.0,1.0,54.0,1.0,54.0,1.0,54.0,1.0,55.0,1.0,55.0,1.0,55.0,1.0,55.0,1.0,55.0,1.0,56.0,1.0,55.0
PHI,0.99274,54.0,0.99274,54.0,0.9861200000000001,52.0,0.98588,52.0,0.99166,53.0,0.9910100000000001,53.0,0.9930399999999999,53.0,0.9929100000000001,53.0,0.99374,53.0,0.99134,52.0,0.98331,50.0,0.9830899999999999,50.0,0.9817600000000001,50.0,0.98675,50.0,0.9890100000000001,50.0,0.9954299999999999,52.0,0.9919100000000001,50.0,0.99187,50.0,0.99516,51.0,0.9955700000000001,51.0,0.9975700000000001,52.0,0.99249,49.0,0.9926299999999999,49.0,0.99225,49.0,0.99375,50.0,0.9943299999999999,50.0,0.9954,50.0,0.9938,49.0,0.9941,49.0,0.99651,50.0,0.9970899999999999,50.0,0.9946799999999999,49.0,0.9946799999999999,49.0,0.99687,49.0,0.99797,50.0,0.9982200000000001,50.0,0.9987,50.0,0.99865,50.0,0.9991700000000001,51.0,0.9991700000000001,51.0,0.99882,50.0,0.9990700000000001,50.0,0.9993799999999999,50.0,0.99913,50.0,0.9992200000000001,50.0,0.9998,51.0,0.99979,51.0,0.9999399999999999,52.0,0.9999299999999999,52.0,1.0,53.0,0.99998,53.0,0.9999600000000001,53.0,0.9999600000000001,52.0,0.99995,52.0,0.9999899999999999,52.0,1.0,52.0,0.99998,52.0,1.0,53.0,1.0,53.0,1.0,52.0,1.0,52.0,0.9999899999999999,51.0,0.9999899999999999,51.0,1.0,52.0,1.0,50.0,0.9999899999999999,50.0,1.0,51.0,1.0,51.0,1.0,51.0,1.0,52.0,1.0,52.0,1.0,52.0,1.0,51.0,1.0,51.0,1.0,52.0,1.0,52.0,1.0,52.0,1.0,51.0,1.0,51.0,1.0,51.0,1.0,51.0,1.0,51.0,1.0,51.0,1.0,52.0,1.0,52.0,1.0,52.0,1.0,53.0,1.0,52.0,1.0,52.0
CLE,0.14084000000000002,30.0,0.14084000000000002,30.0,0.14146,30.0,0.10495,30.0,0.10421,30.0,0.08002000000000001,29.0,0.0786,29.0,0.05301,28.0,0.05865,28.0,0.0567,28.0,0.03781,27.0,0.02603,26.0,0.02363,26.0,0.01873,26.0,0.02189,26.0,0.024669999999999997,26.0,0.044969999999999996,27.0,0.04693,27.0,0.03067,26.0,0.03349,26.0,0.01796,25.0,0.01554,25.0,0.012329999999999999,25.0,0.01063,25.0,0.00618,24.0,0.00632,24.0,0.00588,24.0,0.00494,24.0,0.00485,24.0,0.00505,24.0,0.01145,25.0,0.00432,24.0,0.00434,24.0,0.00463,24.0,0.0047799999999999995,24.0,0.0055899999999999995,24.0,0.0028,24.0,0.00283,24.0,0.00197,24.0,0.00197,24.0,0.0035399999999999997,25.0,0.00563,26.0,0.00607,26.0,0.0033299999999999996,25.0,0.00336,25.0,0.0022199999999999998,25.0,0.00234,25.0,0.00061,23.0,0.00022999999999999998,23.0,0.00028,23.0,0.00043,24.0,0.00032,24.0,0.00016999999999999999,23.0,0.00016999999999999999,23.0,7e-05,22.0,0.00011,23.0,0.00015,23.0,0.00011,23.0,0.00011,23.0,0.00025,24.0,0.00021,24.0,0.00013000000000000002,23.0,8e-05,23.0,2e-05,23.0,2e-05,23.0,1e-05,24.0,1e-05,23.0,1e-05,23.0,0.0,23.0,0.0,23.0,0.0,22.0,0.0,22.0,0.0,22.0,0.0,22.0,0.0,22.0,0.0,21.0,0.0,21.0,0.0,21.0,0.0,21.0,0.0,21.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0
IND,0.9444600000000001,48.0,0.9444600000000001,48.0,0.94471,48.0,0.96511,49.0,0.965,49.0,0.9518,48.0,0.9729899999999999,49.0,0.97351,49.0,0.9662799999999999,48.0,0.96524,48.0,0.9802200000000001,49.0,0.9799399999999999,49.0,0.9780399999999999,49.0,0.98772,50.0,0.98956,50.0,0.9873700000000001,49.0,0.98821,49.0,0.99239,50.0,0.9929,50.0,0.9951200000000001,50.0,0.9966700000000001,50.0,0.9963200000000001,50.0,0.99479,49.0,0.99408,49.0,0.99054,48.0,0.99041,48.0,0.99377,49.0,0.9941700000000001,49.0,0.99055,48.0,0.99136,48.0,0.9921,48.0,0.9901399999999999,48.0,0.9901399999999999,48.0,0.99439,49.0,0.99703,49.0,0.9973,49.0,0.99897,51.0,0.9988799999999999,51.0,0.9976299999999999,49.0,0.9976299999999999,49.0,0.99659,48.0,0.9962200000000001,48.0,0.99623,48.0,0.9988799999999999,50.0,0.99935,50.0,0.99961,50.0,0.99928,49.0,0.99918,49.0,0.9985,48.0,0.9984799999999999,48.0,0.9985299999999999,48.0,0.99928,49.0,0.99929,49.0,0.99939,49.0,0.9998299999999999,50.0,0.99992,51.0,0.9999,51.0,0.99998,51.0,0.99998,51.0,0.9999899999999999,52.0,0.9999899999999999,52.0,1.0,52.0,1.0,52.0,1.0,53.0,1.0,53.0,1.0,52.0,1.0,51.0,1.0,51.0,1.0,52.0,1.0,52.0,1.0,53.0,1.0,53.0,1.0,53.0,1.0,53.0,1.0,53.0,1.0,54.0,1.0,54.0,1.0,54.0,1.0,54.0,1.0,54.0,1.0,54.0,1.0,54.0,1.0,55.0,1.0,55.0,1.0,54.0,1.0,54.0,1.0,54.0,1.0,53.0,1.0,53.0
MIA,0.77651,42.0,0.77651,42.0,0.77713,42.0,0.73836,41.0,0.77389,42.0,0.7608600000000001,42.0,0.7342,41.0,0.73824,41.0,0.75384,41.0,0.74855,41.0,0.84551,43.0,0.8435299999999999,43.0,0.8353799999999999,43.0,0.8872899999999999,44.0,0.90102,44.0,0.87676,43.0,0.8413700000000001,42.0,0.84295,42.0,0.84962,42.0,0.8655200000000001,42.0,0.83634,41.0,0.8157399999999999,41.0,0.85801,42.0,0.84764,42.0,0.87654,42.0,0.8765299999999999,42.0,0.8314,42.0,0.80642,41.0,0.80603,41.0,0.75776,40.0,0.7659999999999999,40.0,0.80993,41.0,0.81,41.0,0.76563,40.0,0.76898,40.0,0.69618,39.0,0.67181,39.0,0.57393,38.0,0.5764699999999999,38.0,0.5764699999999999,38.0,0.68816,38.0,0.66557,38.0,0.58515,38.0,0.56608,38.0,0.50697,37.0,0.55296,37.0,0.55302,37.0,0.63908,38.0,0.60951,38.0,0.6735899999999999,38.0,0.66297,38.0,0.54999,37.0,0.5625399999999999,37.0,0.5633699999999999,37.0,0.672,38.0,0.79867,40.0,0.7962899999999999,40.0,0.80476,39.0,0.80476,39.0,0.71922,38.0,0.70628,38.0,0.77195,38.0,0.75447,38.0,0.77777,39.0,0.78451,39.0,0.78657,39.0,0.78538,39.0,0.8334299999999999,40.0,0.85645,40.0,0.89097,40.0,0.9499299999999999,42.0,0.9499299999999999,42.0,0.9499299999999999,42.0,0.92463,41.0,0.9256200000000001,41.0,0.97529,42.0,0.9794700000000001,42.0,0.9678399999999999,41.0,0.96873,41.0,0.97472,41.0,0.9840700000000001,42.0,0.9840700000000001,42.0,0.9910899999999999,43.0,0.99297,43.0,0.9759899999999999,42.0,0.98465,42.0,0.98073,41.0,0.97839,41.0,0.99231,42.0
MIL,0.93437,47.0,0.93437,47.0,0.93455,47.0,0.94163,47.0,0.9427,47.0,0.96199,49.0,0.9630299999999999,49.0,0.96385,49.0,0.97831,50.0,0.97785,50.0,0.98588,51.0,0.98561,51.0,0.9921399999999999,52.0,0.99635,53.0,0.99735,53.0,0.99855,54.0,0.99885,54.0,0.9989100000000001,54.0,0.9986700000000001,53.0,0.9990600000000001,53.0,0.99902,53.0,0.99946,54.0,0.99955,54.0,0.99934,53.0,0.9991,53.0,0.99959,54.0,0.9996299999999999,54.0,0.99955,54.0,0.99972,54.0,0.9997799999999999,54.0,0.99987,54.0,0.9996299999999999,53.0,0.9996299999999999,53.0,0.99989,54.0,0.9998299999999999,54.0,0.9999100000000001,54.0,0.99989,55.0,0.9999,55.0,0.99998,56.0,0.99998,56.0,0.9999899999999999,55.0,0.99998,56.0,0.9999899999999999,56.0,0.99997,55.0,0.9999899999999999,55.0,0.99998,55.0,0.99998,55.0,0.9999899999999999,55.0,0.9999899999999999,54.0,0.99997,54.0,0.9999899999999999,54.0,0.9999899999999999,54.0,1.0,55.0,1.0,55.0,0.9999899999999999,54.0,1.0,54.0,1.0,55.0,1.0,55.0,1.0,55.0,0.9999899999999999,54.0,0.9999899999999999,54.0,1.0,55.0,1.0,55.0,1.0,55.0,1.0,55.0,1.0,55.0,1.0,55.0,1.0,55.0,1.0,56.0,1.0,55.0,1.0,55.0,1.0,55.0,1.0,56.0,1.0,56.0,1.0,56.0,1.0,56.0,1.0,57.0,1.0,57.0,1.0,57.0,1.0,57.0,1.0,57.0,1.0,57.0,1.0,58.0,1.0,57.0,1.0,57.0,1.0,57.0,1.0,57.0,1.0,58.0,1.0,58.0
WAS,0.86964,44.0,0.86964,44.0,0.8700899999999999,44.0,0.86462,44.0,0.8481299999999999,44.0,0.8380200000000001,44.0,0.80779,43.0,0.81034,43.0,0.84825,43.0,0.8450200000000001,43.0,0.76575,42.0,0.76072,42.0,0.70335,41.0,0.72705,41.0,0.63176,39.0,0.6469600000000001,39.0,0.57801,38.0,0.58386,38.0,0.59587,38.0,0.5159199999999999,36.0,0.5142100000000001,36.0,0.5485800000000001,37.0,0.5535800000000001,37.0,0.43615,36.0,0.40931,36.0,0.40933,36.0,0.32289,35.0,0.39175,36.0,0.39476999999999995,36.0,0.47538,37.0,0.48695,37.0,0.57111,38.0,0.57117,38.0,0.50135,37.0,0.51147,37.0,0.44735,36.0,0.41558,36.0,0.48856000000000005,37.0,0.48998,37.0,0.48998,37.0,0.3964,36.0,0.46705,37.0,0.4729,37.0,0.52679,38.0,0.5291600000000001,38.0,0.43606000000000006,36.0,0.43606000000000006,36.0,0.2968,35.0,0.36666,36.0,0.35944,36.0,0.42755,37.0,0.44223,37.0,0.58302,38.0,0.58425,38.0,0.55779,38.0,0.43122,37.0,0.42638000000000004,37.0,0.41681,36.0,0.41678999999999994,36.0,0.39873000000000003,36.0,0.38865,36.0,0.30706999999999995,35.0,0.29129,35.0,0.35536999999999996,36.0,0.36828,36.0,0.29094000000000003,35.0,0.18134,35.0,0.17092000000000002,35.0,0.18954000000000001,35.0,0.22776999999999997,35.0,0.16380999999999998,35.0,0.16380999999999998,35.0,0.16383,35.0,0.09564,34.0,0.09634,34.0,0.08194,33.0,0.13265,34.0,0.14367,34.0,0.13989000000000001,34.0,0.17249,34.0,0.19472,35.0,0.1947,35.0,0.12802,34.0,0.15094000000000002,34.0,0.18073,35.0,0.23901,35.0,0.17815,34.0,0.23969,35.0,0.25211,35.0
